631.247,1,9.71772,9046,0.733333
9.1448,0,7.35801,855,1
8.91733,0,7.32919,997,1
8.62993,0,7.27606,1144,1
8.26673,0,7.27441,1291,1
7.8268,0,7.2717,1324,1
9.0254,0,7.29732,1531,1
19.1827,0,7.34892,1841,1
15.6476,0,7.37439,2262,1
42.9355,0,7.54847,4175,1
53.9271,0,7.58224,5049,1
8.23,0,7.52336,1784,1
0.947467,0,7.39141,500,1
8.71407,0,7.68548,1863,1
0.971333,0,7.53649,561,1
3.1006,0,7.6005,959,1
0.938533,0,7.62663,386,1
0.822933,0,7.94841,494,1
0.9228,0,7.80478,436,1
1.23013,0,8.01931,511,1
2.29067,0,8.5367,829,1
3.5576,0,8.98025,1132,1
0.674067,0,8.73235,401,1
0.411133,0,8.22391,235,1
0.304267,0,8.32199,185,1
0.157667,0,8.30322,110,1
1.61713,0,9.60931,537,1
0.298467,0,9.02356,198,1
0.199133,0,9.14015,163,1
2.29867,0,11.3739,996,1
2.7982,0,11.7335,1072,1
0.657933,0,9.9961,305,1
1.1516,0,10.4719,570,1
3.51547,0,12.8512,1391,1
3.91347,0,13.2594,1452,1
0.411867,0,9.49616,171,1
0.450467,0,9.61657,180,1
0.538933,0,9.95286,195,1
0.1236,0,10.2016,107,1
23.6077,0,14.3653,2790,1
16.0631,0,10.529,876,0.8
3.40047,0,7.38685,357,1
3.1394,0,7.39624,381,1
2.89147,0,7.32795,481,1
2.16353,0,7.27191,476,1
2.2412,0,7.27469,505,1
2.121,0,7.27728,556,1
3.56173,0,7.3244,782,1
4.14387,0,7.37561,1024,1
11.2294,0,7.54522,1860,1
10.3444,0,7.61011,1899,1
4.30247,0,7.54639,1249,1
0.846067,0,7.40936,440,1
3.3502,0,7.52051,849,1
0.889,0,7.5428,493,1
2.69187,0,7.66201,830,1
0.319,0,7.55421,235,1
1.03373,0,7.94173,570,1
0.447867,0,7.42317,201,1
0.8336,0,7.82525,353,1
1.05853,0,8.18841,432,1
2.52827,0,8.83803,853,1
0.548267,0,8.71449,371,1
0.460067,0,8.49762,312,1
0.398267,0,8.51759,259,1
0.1752,0,8.39263,141,1
0.9488,0,9.05333,348,1
0.351267,0,9.02346,204,1
0.313333,0,9.26306,201,1
2.06787,0,11.3739,905,1
2.2982,0,11.7335,966,1
0.539933,0,10.0122,262,1
1.00967,0,10.2036,453,1
3.17053,0,12.859,1298,1
4.20453,0,13.2724,1413,1
0.3864,0,9.49626,160,1
0.371067,0,9.61315,164,1
0.740467,0,10.2712,289,1
0.175867,0,10.3626,121,1
15.2661,0,14.8753,2333,1
2.3122,3,16.0604,183,0
1.69213,0,6.8745,185,1
1.682,0,7.29689,235,1
1.91753,0,7.4133,308,1
1.98287,0,7.32271,369,1
1.52073,0,7.30189,341,1
1.7926,0,7.34398,420,1
1.6232,0,7.3341,415,1
2.29007,0,7.41479,639,1
4.92747,0,7.56874,1040,1
5.472,0,7.64565,1216,1
2.9276,0,7.56638,848,1
0.877133,0,7.4059,424,1
2.79187,0,7.56642,716,1
0.817467,0,7.53836,438,1
1.2174,0,7.55942,461,1
0.862,0,7.64859,372,1
0.889333,0,7.93387,516,1
0.311733,0,7.45623,167,1
0.637467,0,7.7529,281,1
1.37927,0,8.28138,511,1
2.47127,0,8.8212,815,1
0.7454,0,8.75873,448,1
0.240267,0,8.04323,170,1
0.233667,0,8.21456,164,1
0.154933,0,8.29457,118,1
0.752667,0,8.9505,294,1
0.2276,0,8.90699,169,1
0.2738,0,9.14015,177,1
2.37447,0,11.3739,946,1
2.115,0,11.7335,957,1
0.628933,0,10.0122,287,1
0.9658,0,10.0804,416,1
3.70613,0,12.869,1265,1
4.01667,0,13.2807,1401,1
0.323067,0,9.49626,150,1
0.093,0,9.2975,70,1
0.107533,0,9.63451,70,1
0.123667,0,10.0406,85,1
11.5059,0,14.722,1827,1
0.9474,3,16.3794,98,0
14.1409,3,11.688,774,0.666667
20.293,0,14.2419,1290,1
0.9576,0,7.36391,199,1
0.994067,0,7.45548,242,1
0.716067,0,7.43709,226,1
1.02493,0,7.3952,312,1
1.4064,0,7.4423,348,1
1.66247,0,7.49297,447,1
3.2042,0,7.58653,678,1
3.12267,0,7.66663,774,1
2.01707,0,7.60012,637,1
0.8274,0,7.42694,363,1
2.01593,0,7.62496,594,1
0.918133,0,7.57396,424,1
1.10107,0,7.52445,362,1
0.777733,0,7.70906,376,1
1.00627,0,7.9736,482,1
1.30453,0,7.8359,389,1
0.786133,0,7.94385,367,1
1.32107,0,8.35286,520,1
2.4412,0,8.82485,754,1
0.785667,0,8.75916,439,1
0.291067,0,8.03565,186,1
0.3036,0,8.31421,200,1
0.2406,0,8.39119,158,1
0.4668,0,9.17848,298,1
0.400467,0,9.14373,242,1
0.433467,0,9.26306,233,1
1.9946,0,11.3743,842,1
2.16767,0,11.7335,887,1
0.307467,0,9.12716,166,1
0.251667,0,9.13019,159,1
3.43833,0,12.9149,1199,1
3.98233,0,13.2793,1229,1
1.04513,0,10.3846,354,1
0.794867,0,10.2538,301,1
0.4776,0,9.95286,170,1
0.187733,0,10.2016,111,1
3.72193,0,13.8929,1023,1
0.5786,3,16.3339,79,0
7.16347,3,20.4694,471,0
9.2206,0,9.2411,464,0.933333
0.778533,0,7.20574,140,1
0.827533,0,7.45803,189,1
0.837667,0,7.41651,194,1
0.8136,0,7.39629,199,1
0.997133,0,7.36907,257,1
1.51507,0,7.51721,385,1
2.0906,0,7.68552,523,1
2.28767,0,7.67184,583,1
1.86593,0,7.62644,530,1
0.543533,0,7.41837,285,1
1.2786,0,7.52256,364,1
0.7856,0,7.6007,360,1
0.9714,0,7.56496,326,1
0.376733,0,7.56307,229,1
0.934067,0,7.97109,434,1
0.752733,0,7.77403,320,1
0.738667,0,7.95582,323,1
1.06193,0,8.2883,401,1
1.53613,0,8.63183,532,1
0.7696,0,8.72691,422,1
0.297,0,8.0449,184,1
0.179933,0,8.10879,134,1
0.1484,0,8.29889,127,1
0.639867,0,9.40124,356,1
0.449267,0,9.26029,250,1
0.438533,0,9.38598,228,1
1.73973,0,11.3739,727,1
1.7756,0,11.7335,743,1
0.779533,0,10.4972,355,1
1.05907,0,10.7397,447,1
2.69087,0,12.8999,938,1
3.455,0,13.3136,1079,1
0.120133,0,9.20004,64,1
0.0977333,0,9.2975,64,1
0.0919333,0,9.63451,68,1
0.106,0,10.0406,79,1
3.4216,0,14.3659,995,1
0.0145333,3,7.18834,3,0
4.64767,3,20.8122,359,0
3.85613,3,8.94039,262,0.933333
0.5414,0,7.07008,100,1
1.20193,0,7.21262,111,1
0.653267,0,7.12688,142,1
0.613067,0,7.29975,161,1
0.709133,0,7.4026,195,1
1.0348,0,7.43847,277,1
12.962,0,9.51821,653,0.866667
7.68453,0,8.58021,535,0.933333
0.899267,0,7.59222,355,1
0.641667,0,7.47439,258,1
1.049,0,7.6007,336,1
0.637267,0,7.57026,312,1
0.6392,0,7.57966,254,1
0.3426,0,7.60102,212,1
0.7002,0,7.96779,367,1
0.223133,0,7.4451,140,1
0.4276,0,7.75729,211,1
1.59073,0,8.5486,482,1
1.5688,0,8.86254,532,1
0.643467,0,8.75911,356,1
0.445,0,8.33007,233,1
0.2282,0,8.21669,139,1
0.209,0,8.29601,121,1
1.01247,0,9.27347,341,1
0.4504,0,9.26032,253,1
0.4324,0,9.38598,241,1
1.8476,0,11.3667,730,1
1.7302,0,11.7335,726,1
0.319933,0,9.02601,149,1
0.489933,0,9.52302,215,1
2.68453,0,12.9241,849,1
3.01907,0,13.3079,948,1
0.510333,0,10.1032,206,1
1.47173,0,10.4011,307,1
1.19867,0,10.9079,336,1
0.277867,0,10.5236,144,1
3.70553,0,13.9033,772,1
0.00926667,3,7.09291,2,0
2.33207,3,21.4586,208,0
22.9369,3,35.3921,1494,0.0666667
1.39467,0,10.1034,167,1
0.538533,0,7.34689,115,1
0.689133,0,7.45463,140,1
0.479,0,7.27735,148,1
0.492533,0,7.40481,158,1
0.834067,0,7.51651,221,1
1.05313,0,7.65791,299,1
1.31867,0,7.75056,352,1
1.09667,0,7.66123,345,1
0.485933,0,7.41804,212,1
0.980667,0,7.59974,279,1
0.821867,0,7.70415,325,1
0.976333,0,7.77998,335,1
0.468067,0,7.64993,235,1
0.870267,0,8.01484,376,1
0.397467,0,7.55233,172,1
0.611667,0,7.84243,246,1
1.18607,0,8.46894,401,1
1.6346,0,8.89393,532,1
0.7,0,8.75797,368,1
0.527667,0,8.47192,261,1
0.276733,0,8.2189,162,1
0.286333,0,8.40141,163,1
0.977267,0,9.15934,301,1
0.537333,0,9.2639,252,1
0.399667,0,9.26306,217,1
1.98967,0,11.3742,670,1
1.8132,0,11.74,673,1
0.310867,0,9.12716,153,1
0.5112,0,9.81217,236,1
