time_ms,exit_code,path_size,path,buffer_size,buffer,num_states,num_controls
,,,,,5.97578,,
,,,,,0.3641,,
,,,,,1.72199,,
,,,,,0.445265,,
,,,,,0.6871,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,107,,
,,,,,93,,
,,,,,-1,,
,,,,,10,,
,,,,,6.06432,,
,,,,,0.3441,,
,,,,,1.64751,,
,,,,,0.365162,,
,,,,,0.049,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,108,,
,,,,,93,,
,,,,,-1,,
,,,,,10,,
,,,,,6.12583,,
,,,,,0.32187,,
,,,,,1.53943,,
,,,,,0.340557,,
,,,,,0.4417,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,109,,
,,,,,93,,
,,,,,-1,,
,,,,,10,,
,,,,,6.00281,,
,,,,,0.36187,,
,,,,,1.72885,,
,,,,,0.404379,,
,,,,,0.24535,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,110,,
,,,,,93,,
,,,,,-1,,
,,,,,10,,
,,,,,6.05502,,
,,,,,0.34187,,
,,,,,1.6266,,
,,,,,0.389119,,
,,,,,0.63805,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,121,,
,,,,,106,,
,,,,,-1,,
,,,,,11,,
,,,,,5.87994,,
,,,,,0.38854,,
,,,,,1.8082,,
,,,,,0.531456,,
,,,,,0.93255,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,112,,
,,,,,106,,
,,,,,-1,,
,,,,,11,,
,,,,,5.9017,,
,,,,,0.3841,,
,,,,,1.80391,,
,,,,,0.502346,,
,,,,,0.49075,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,119,,
,,,,,106,,
,,,,,-1,,
,,,,,11,,
,,,,,5.95866,,
,,,,,0.36854,,
,,,,,1.73887,,
,,,,,0.45968,,
,,,,,0.7362,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,114,,
,,,,,106,,
,,,,,-1,,
,,,,,11,,
,,,,,5.78419,,
,,,,,0.4171,,
,,,,,1.94442,,
,,,,,0.587617,,
,,,,,0.3926,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,115,,
,,,,,106,,
,,,,,-1,,
,,,,,11,,
,,,,,5.84668,,
,,,,,0.39743,,
,,,,,1.84653,,
,,,,,0.555904,,
,,,,,0.78525,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,116,,
,,,,,106,,
,,,,,-1,,
,,,,,11,,
,,,,,5.9506,,
,,,,,0.37077,,
,,,,,1.74857,,
,,,,,0.465383,,
,,,,,0.58895,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,117,,
,,,,,106,,
,,,,,122,,
,,,,,11,,
,,,,,5.79235,,
,,,,,0.41077,,
,,,,,1.88318,,
,,,,,0.612872,,
,,,,,0.9816,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,118,,
,,,,,106,,
,,,,,-1,,
,,,,,11,,
,,,,,5.88031,,
,,,,,0.39077,,
,,,,,1.83516,,
,,,,,0.514599,,
,,,,,0.3435,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,119,,
,,,,,106,,
,,,,,-1,,
,,,,,11,,
,,,,,5.95866,,
,,,,,0.36854,,
,,,,,1.73887,,
,,,,,0.45968,,
,,,,,0.7362,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,120,,
,,,,,106,,
,,,,,-1,,
,,,,,11,,
,,,,,5.80984,,
,,,,,0.40854,,
,,,,,1.90161,,
,,,,,0.575737,,
,,,,,0.53985,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,121,,
,,,,,106,,
,,,,,-1,,
,,,,,11,,
,,,,,5.87994,,
,,,,,0.38854,,
,,,,,1.8082,,
,,,,,0.531456,,
,,,,,0.93255,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,126,,
,,,,,117,,
,,,,,-1,,
,,,,,12,,
,,,,,5.65949,,
,,,,,0.4441,,
,,,,,1.97025,,
,,,,,0.754896,,
,,,,,1.07975,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,123,,
,,,,,117,,
,,,,,-1,,
,,,,,12,,
,,,,,5.71263,,
,,,,,0.43077,,
,,,,,1.94501,,
,,,,,0.691274,,
,,,,,0.78525,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,124,,
,,,,,117,,
,,,,,-1,,
,,,,,12,,
,,,,,5.73952,,
,,,,,0.4241,,
,,,,,1.91571,,
,,,,,0.67093,,
,,,,,1.17795,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,125,,
,,,,,117,,
,,,,,-1,,
,,,,,12,,
,,,,,5.58238,,
,,,,,0.46377,,
,,,,,2.05472,,
,,,,,0.813658,,
,,,,,0.6871,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,126,,
,,,,,117,,
,,,,,-1,,
,,,,,12,,
,,,,,5.65949,,
,,,,,0.4441,,
,,,,,1.97025,,
,,,,,0.754896,,
,,,,,1.07975,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,127,,
,,,,,117,,
,,,,,-1,,
,,,,,12,,
,,,,,5.76569,,
,,,,,0.41744,,
,,,,,1.90278,,
,,,,,0.63984,,
,,,,,0.88345,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,128,,
,,,,,117,,
,,,,,133,,
,,,,,12,,
,,,,,5.60908,,
,,,,,0.45744,,
,,,,,1.98879,,
,,,,,0.820051,,
,,,,,1.2761,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,129,,
,,,,,117,,
,,,,,-1,,
,,,,,12,,
,,,,,5.68711,,
,,,,,0.43744,,
,,,,,1.97136,,
,,,,,0.71207,,
,,,,,0.638,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,130,,
,,,,,117,,
,,,,,-1,,
,,,,,12,,
,,,,,5.77462,,
,,,,,0.41521,,
,,,,,1.89516,,
,,,,,0.631566,,
,,,,,1.0307,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,131,,
,,,,,117,,
,,,,,-1,,
,,,,,12,,
,,,,,5.61489,,
,,,,,0.45521,,
,,,,,2.0172,,
,,,,,0.789864,,
,,,,,0.83435,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,132,,
,,,,,117,,
,,,,,-1,,
,,,,,12,,
,,,,,5.69589,,
,,,,,0.43521,,
,,,,,1.94067,,
,,,,,0.720375,,
,,,,,1.22705,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,143,,
,,,,,128,,
,,,,,-1,,
,,,,,13,,
,,,,,5.52285,,
,,,,,0.48188,,
,,,,,2.01259,,
,,,,,0.939611,,
,,,,,1.52155,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,134,,
,,,,,128,,
,,,,,-1,,
,,,,,13,,
,,,,,5.53242,,
,,,,,0.47744,,
,,,,,2.0252,,
,,,,,0.913023,,
,,,,,1.07975,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,135,,
,,,,,128,,
,,,,,-1,,
,,,,,13,,
,,,,,5.56139,,
,,,,,0.47077,,
,,,,,2.00306,,
,,,,,0.88505,,
,,,,,1.47245,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,136,,
,,,,,128,,
,,,,,144,,
,,,,,13,,
,,,,,5.40421,,
,,,,,0.51044,,
,,,,,2.09466,,
,,,,,1.06198,,
,,,,,0.9816,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,137,,
,,,,,128,,
,,,,,-1,,
,,,,,13,,
,,,,,5.48739,,
,,,,,0.49077,,
,,,,,2.03088,,
,,,,,0.981232,,
,,,,,1.37425,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,138,,
,,,,,128,,
,,,,,-1,,
,,,,,13,,
,,,,,5.58381,,
,,,,,0.46411,,
,,,,,1.99972,,
,,,,,0.851547,,
,,,,,1.17795,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,139,,
,,,,,128,,
,,,,,-1,,
,,,,,13,,
,,,,,5.44712,,
,,,,,0.50411,,
,,,,,2.02971,,
,,,,,1.04896,,
,,,,,1.5706,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,140,,
,,,,,128,,
,,,,,-1,,
,,,,,13,,
,,,,,5.50553,,
,,,,,0.48411,,
,,,,,2.04437,,
,,,,,0.940572,,
,,,,,0.9325,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,141,,
,,,,,128,,
,,,,,-1,,
,,,,,13,,
,,,,,5.59266,,
,,,,,0.46188,,
,,,,,1.99482,,
,,,,,0.841415,,
,,,,,1.3252,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,142,,
,,,,,128,,
,,,,,-1,,
,,,,,13,,
,,,,,5.43995,,
,,,,,0.50188,,
,,,,,2.06566,,
,,,,,1.02832,,
,,,,,1.12885,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,143,,
,,,,,128,,
,,,,,-1,,
,,,,,13,,
,,,,,5.52285,,
,,,,,0.48188,,
,,,,,2.01259,,
,,,,,0.939611,,
,,,,,1.52155,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,148,,
,,,,,136,,
,,,,,-1,,
,,,,,14,,
,,,,,5.27159,,
,,,,,0.54377,,
,,,,,2.18172,,
,,,,,1.20401,,
,,,,,1.07975,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,152,,
,,,,,136,,
,,,,,-1,,
,,,,,14,,
,,,,,5.3865,,
,,,,,0.51488,,
,,,,,2.10663,,
,,,,,1.08068,,
,,,,,1.0307,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,146,,
,,,,,136,,
,,,,,-1,,
,,,,,14,,
,,,,,5.35152,,
,,,,,0.52377,,
,,,,,2.12718,,
,,,,,1.12004,,
,,,,,1.17795,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,147,,
,,,,,136,,
,,,,,155,,
,,,,,14,,
,,,,,5.19384,,
,,,,,0.56344,,
,,,,,2.26619,,
,,,,,1.26277,,
,,,,,0.6871,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,148,,
,,,,,136,,
,,,,,-1,,
,,,,,14,,
,,,,,5.27159,,
,,,,,0.54377,,
,,,,,2.18172,,
,,,,,1.20401,,
,,,,,1.07975,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,149,,
,,,,,136,,
,,,,,-1,,
,,,,,14,,
,,,,,5.37754,,
,,,,,0.51711,,
,,,,,2.11426,,
,,,,,1.08895,,
,,,,,0.88345,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,150,,
,,,,,136,,
,,,,,-1,,
,,,,,14,,
,,,,,5.22162,,
,,,,,0.55711,,
,,,,,2.20026,,
,,,,,1.26916,,
,,,,,1.2761,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,151,,
,,,,,136,,
,,,,,-1,,
,,,,,14,,
,,,,,5.29872,,
,,,,,0.53711,,
,,,,,2.18283,,
,,,,,1.16118,,
,,,,,0.638,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,152,,
,,,,,136,,
,,,,,-1,,
,,,,,14,,
,,,,,5.3865,,
,,,,,0.51488,,
,,,,,2.10663,,
,,,,,1.08068,,
,,,,,1.0307,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,153,,
,,,,,136,,
,,,,,-1,,
,,,,,14,,
,,,,,5.22666,,
,,,,,0.55488,,
,,,,,2.22868,,
,,,,,1.23897,,
,,,,,0.83435,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,154,,
,,,,,136,,
,,,,,-1,,
,,,,,14,,
,,,,,5.30805,,
,,,,,0.53488,,
,,,,,2.15214,,
,,,,,1.16949,,
,,,,,1.22705,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,155,,
,,,,,147,,
,,,,,-1,,
,,,,,15,,
,,,,,5.04044,,
,,,,,0.60344,,
,,,,,2.42081,,
,,,,,1.38963,,
,,,,,0.6871,,
,,,,,0.4,,
,,,,,0,,
,,,,,160,,
,,,,,147,,
,,,,,-1,,
,,,,,15,,
,,,,,5.16859,,
,,,,,0.57011,,
,,,,,2.29278,,
,,,,,1.28289,,
,,,,,0.58895,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,157,,
,,,,,147,,
,,,,,-1,,
,,,,,15,,
,,,,,5.14164,,
,,,,,0.57677,,
,,,,,2.31417,,
,,,,,1.30889,,
,,,,,0.88345,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,164,,
,,,,,147,,
,,,,,166,,
,,,,,15,,
,,,,,5.02745,,
,,,,,0.60788,,
,,,,,2.44582,,
,,,,,1.39324,,
,,,,,0.53985,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,159,,
,,,,,147,,
,,,,,-1,,
,,,,,15,,
,,,,,5.06448,,
,,,,,0.59677,,
,,,,,2.39073,,
,,,,,1.37341,,
,,,,,0.78525,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,160,,
,,,,,147,,
,,,,,-1,,
,,,,,15,,
,,,,,5.16859,,
,,,,,0.57011,,
,,,,,2.29278,,
,,,,,1.28289,,
,,,,,0.58895,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,161,,
,,,,,147,,
,,,,,-1,,
,,,,,15,,
,,,,,5.01017,,
,,,,,0.61011,,
,,,,,2.42739,,
,,,,,1.43037,,
,,,,,0.9816,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,162,,
,,,,,147,,
,,,,,-1,,
,,,,,15,,
,,,,,5.09801,,
,,,,,0.59011,,
,,,,,2.37936,,
,,,,,1.3321,,
,,,,,0.3435,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,163,,
,,,,,147,,
,,,,,-1,,
,,,,,15,,
,,,,,5.17668,,
,,,,,0.56788,,
,,,,,2.28307,,
,,,,,1.27718,,
,,,,,0.7362,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,164,,
,,,,,147,,
,,,,,-1,,
,,,,,15,,
,,,,,5.02745,,
,,,,,0.60788,,
,,,,,2.44582,,
,,,,,1.39324,,
,,,,,0.53985,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,165,,
,,,,,147,,
,,,,,-1,,
,,,,,15,,
,,,,,5.09785,,
,,,,,0.58788,,
,,,,,2.3524,,
,,,,,1.34896,,
,,,,,0.93255,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,173,,
,,,,,164,,
,,,,,-1,,
,,,,,16,,
,,,,,4.94168,,
,,,,,0.63455,,
,,,,,2.56794,,
,,,,,1.44522,,
,,,,,0.19625,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,167,,
,,,,,164,,
,,,,,-1,,
,,,,,16,,
,,,,,4.95976,,
,,,,,0.62788,,
,,,,,2.53523,,
,,,,,1.43768,,
,,,,,0.3435,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,168,,
,,,,,164,,
,,,,,-1,,
,,,,,16,,
,,,,,4.97801,,
,,,,,0.62121,,
,,,,,2.50004,,
,,,,,1.43182,,
,,,,,0.7362,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,169,,
,,,,,164,,
,,,,,-1,,
,,,,,16,,
,,,,,4.85508,,
,,,,,0.66088,,
,,,,,2.68673,,
,,,,,1.50142,,
,,,,,0.24535,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,170,,
,,,,,164,,
,,,,,-1,,
,,,,,16,,
,,,,,4.90624,,
,,,,,0.64121,,
,,,,,2.58524,,
,,,,,1.48441,,
,,,,,0.638,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,171,,
,,,,,164,,
,,,,,-1,,
,,,,,16,,
,,,,,5.00418,,
,,,,,0.61455,,
,,,,,2.47506,,
,,,,,1.40924,,
,,,,,0.4417,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,172,,
,,,,,164,,
,,,,,177,,
,,,,,16,,
,,,,,4.85231,,
,,,,,0.65455,,
,,,,,2.62986,,
,,,,,1.53538,,
,,,,,0.83435,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,173,,
,,,,,164,,
,,,,,-1,,
,,,,,16,,
,,,,,4.94168,,
,,,,,0.63455,,
,,,,,2.56794,,
,,,,,1.44522,,
,,,,,0.19625,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,174,,
,,,,,164,,
,,,,,-1,,
,,,,,16,,
,,,,,5.01141,,
,,,,,0.61232,,
,,,,,2.46463,,
,,,,,1.40502,,
,,,,,0.58895,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,175,,
,,,,,164,,
,,,,,-1,,
,,,,,16,,
,,,,,4.87554,,
,,,,,0.65232,,
,,,,,2.64264,,
,,,,,1.49594,,
,,,,,0.3926,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,176,,
,,,,,164,,
,,,,,-1,,
,,,,,16,,
,,,,,4.93621,,
,,,,,0.63232,,
,,,,,2.54374,,
,,,,,1.46585,,
,,,,,0.7853,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,181,,
,,,,,172,,
,,,,,-1,,
,,,,,17,,
,,,,,4.71987,,
,,,,,0.68788,,
,,,,,2.73682,,
,,,,,1.6631,,
,,,,,0.9325,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,178,,
,,,,,172,,
,,,,,-1,,
,,,,,17,,
,,,,,4.77481,,
,,,,,0.67455,,
,,,,,2.70252,,
,,,,,1.60386,,
,,,,,0.638,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,179,,
,,,,,172,,
,,,,,-1,,
,,,,,17,,
,,,,,4.7992,,
,,,,,0.66788,,
,,,,,2.67055,,
,,,,,1.58804,,
,,,,,1.0307,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,180,,
,,,,,172,,
,,,,,188,,
,,,,,17,,
,,,,,4.65027,,
,,,,,0.70755,,
,,,,,2.82899,,
,,,,,1.70883,,
,,,,,0.53985,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,181,,
,,,,,172,,
,,,,,-1,,
,,,,,17,,
,,,,,4.71987,,
,,,,,0.68788,,
,,,,,2.73682,,
,,,,,1.6631,,
,,,,,0.9325,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,182,,
,,,,,172,,
,,,,,-1,,
,,,,,17,,
,,,,,4.82616,,
,,,,,0.66122,,
,,,,,2.6532,,
,,,,,1.55918,,
,,,,,0.7362,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,183,,
,,,,,172,,
,,,,,-1,,
,,,,,17,,
,,,,,4.66648,,
,,,,,0.70122,,
,,,,,2.76472,,
,,,,,1.72483,,
,,,,,1.12885,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,184,,
,,,,,172,,
,,,,,-1,,
,,,,,17,,
,,,,,4.75136,,
,,,,,0.68122,,
,,,,,2.73163,,
,,,,,1.62057,,
,,,,,0.49075,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,185,,
,,,,,172,,
,,,,,-1,,
,,,,,17,,
,,,,,4.8347,,
,,,,,0.65899,,
,,,,,2.64444,,
,,,,,1.55212,,
,,,,,0.88345,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,186,,
,,,,,172,,
,,,,,-1,,
,,,,,17,,
,,,,,4.67919,,
,,,,,0.69899,,
,,,,,2.78839,,
,,,,,1.6908,,
,,,,,0.6871,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,187,,
,,,,,172,,
,,,,,-1,,
,,,,,17,,
,,,,,4.75493,,
,,,,,0.67899,,
,,,,,2.70249,,
,,,,,1.63329,,
,,,,,1.0798,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,188,,
,,,,,180,,
,,,,,-1,,
,,,,,18,,
,,,,,4.51099,,
,,,,,0.74755,,
,,,,,3.00055,,
,,,,,1.81163,,
,,,,,0.53985,,
,,,,,0.4,,
,,,,,0,,
,,,,,193,,
,,,,,180,,
,,,,,-1,,
,,,,,18,,
,,,,,4.62752,,
,,,,,0.71422,,
,,,,,2.85824,,
,,,,,1.72483,,
,,,,,0.4417,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,190,,
,,,,,180,,
,,,,,-1,,
,,,,,18,,
,,,,,4.60162,,
,,,,,0.72088,,
,,,,,2.88322,,
,,,,,1.74741,,
,,,,,0.7362,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,191,,
,,,,,180,,
,,,,,-1,,
,,,,,18,,
,,,,,4.48301,,
,,,,,0.76055,,
,,,,,3.0699,,
,,,,,1.817,,
,,,,,0.24535,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,192,,
,,,,,180,,
,,,,,-1,,
,,,,,18,,
,,,,,4.53131,,
,,,,,0.74088,,
,,,,,2.96842,,
,,,,,1.8,,
,,,,,0.638,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,193,,
,,,,,180,,
,,,,,-1,,
,,,,,18,,
,,,,,4.62752,,
,,,,,0.71422,,
,,,,,2.85824,,
,,,,,1.72483,,
,,,,,0.4417,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,194,,
,,,,,180,,
,,,,,199,,
,,,,,18,,
,,,,,4.47772,,
,,,,,0.75422,,
,,,,,3.01304,,
,,,,,1.85097,,
,,,,,0.83435,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,195,,
,,,,,180,,
,,,,,-1,,
,,,,,18,,
,,,,,4.56701,,
,,,,,0.73422,,
,,,,,2.95111,,
,,,,,1.76081,,
,,,,,0.19625,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,196,,
,,,,,180,,
,,,,,-1,,
,,,,,18,,
,,,,,4.63453,,
,,,,,0.71199,,
,,,,,2.84781,,
,,,,,1.72061,,
,,,,,0.58895,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,197,,
,,,,,180,,
,,,,,-1,,
,,,,,18,,
,,,,,4.50215,,
,,,,,0.75199,,
,,,,,3.02582,,
,,,,,1.81153,,
,,,,,0.3926,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,198,,
,,,,,180,,
,,,,,-1,,
,,,,,18,,
,,,,,4.56041,,
,,,,,0.73199,,
,,,,,2.92692,,
,,,,,1.78144,,
,,,,,0.7853,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,203,,
,,,,,194,,
,,,,,-1,,
,,,,,19,,
,,,,,4.34603,,
,,,,,0.78755,,
,,,,,3.11999,,
,,,,,1.97868,,
,,,,,0.9325,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,200,,
,,,,,194,,
,,,,,-1,,
,,,,,19,,
,,,,,4.40111,,
,,,,,0.77422,,
,,,,,3.08569,,
,,,,,1.91945,,
,,,,,0.638,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,201,,
,,,,,194,,
,,,,,-1,,
,,,,,19,,
,,,,,4.4248,,
,,,,,0.76755,,
,,,,,3.05373,,
,,,,,1.90363,,
,,,,,1.0307,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,202,,
,,,,,194,,
,,,,,210,,
,,,,,19,,
,,,,,4.27859,,
,,,,,0.80722,,
,,,,,3.21217,,
,,,,,2.02442,,
,,,,,0.53985,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,203,,
,,,,,194,,
,,,,,-1,,
,,,,,19,,
,,,,,4.34603,,
,,,,,0.78755,,
,,,,,3.11999,,
,,,,,1.97868,,
,,,,,0.9325,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,204,,
,,,,,194,,
,,,,,-1,,
,,,,,19,,
,,,,,4.45181,,
,,,,,0.76089,,
,,,,,3.03638,,
,,,,,1.87477,,
,,,,,0.7362,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,205,,
,,,,,194,,
,,,,,-1,,
,,,,,19,,
,,,,,4.29223,,
,,,,,0.80089,,
,,,,,3.14789,,
,,,,,2.04041,,
,,,,,1.12885,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,206,,
,,,,,194,,
,,,,,-1,,
,,,,,19,,
,,,,,4.37826,,
,,,,,0.78089,,
,,,,,3.11481,,
,,,,,1.93616,,
,,,,,0.49075,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,207,,
,,,,,194,,
,,,,,-1,,
,,,,,19,,
,,,,,4.46022,,
,,,,,0.75866,,
,,,,,3.02762,,
,,,,,1.86771,,
,,,,,0.88345,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,208,,
,,,,,194,,
,,,,,-1,,
,,,,,19,,
,,,,,4.30649,,
,,,,,0.79866,,
,,,,,3.17157,,
,,,,,2.00638,,
,,,,,0.6871,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,209,,
,,,,,194,,
,,,,,-1,,
,,,,,19,,
,,,,,4.38061,,
,,,,,0.77866,,
,,,,,3.08567,,
,,,,,1.94888,,
,,,,,1.0798,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,210,,
,,,,,202,,
,,,,,-1,,
,,,,,20,,
,,,,,4.14346,,
,,,,,0.84722,,
,,,,,3.38373,,
,,,,,2.12722,,
,,,,,0.53985,,
,,,,,0.4,,
,,,,,0,,
,,,,,211,,
,,,,,202,,
,,,,,-1,,
,,,,,20,,
,,,,,4.21488,,
,,,,,0.82722,,
,,,,,3.30158,,
,,,,,2.06886,,
,,,,,0.3435,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,212,,
,,,,,202,,
,,,,,-1,,
,,,,,20,,
,,,,,4.23103,,
,,,,,0.82055,,
,,,,,3.2664,,
,,,,,2.06299,,
,,,,,0.7362,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,213,,
,,,,,202,,
,,,,,221,,
,,,,,20,,
,,,,,4.11828,,
,,,,,0.86022,,
,,,,,3.45308,,
,,,,,2.13259,,
,,,,,0.24535,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,214,,
,,,,,202,,
,,,,,-1,,
,,,,,20,,
,,,,,4.16276,,
,,,,,0.84055,,
,,,,,3.3516,,
,,,,,2.11558,,
,,,,,0.638,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,215,,
,,,,,202,,
,,,,,-1,,
,,,,,20,,
,,,,,4.25653,,
,,,,,0.81389,,
,,,,,3.24142,,
,,,,,2.04042,,
,,,,,0.4417,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,216,,
,,,,,202,,
,,,,,-1,,
,,,,,20,,
,,,,,4.10973,,
,,,,,0.85389,,
,,,,,3.39621,,
,,,,,2.16656,,
,,,,,0.83435,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,217,,
,,,,,202,,
,,,,,-1,,
,,,,,20,,
,,,,,4.19872,,
,,,,,0.83389,,
,,,,,3.33429,,
,,,,,2.07639,,
,,,,,0.19625,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,218,,
,,,,,202,,
,,,,,-1,,
,,,,,20,,
,,,,,4.26326,,
,,,,,0.81166,,
,,,,,3.23099,,
,,,,,2.0362,,
,,,,,0.58895,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,219,,
,,,,,202,,
,,,,,-1,,
,,,,,20,,
,,,,,4.13567,,
,,,,,0.85166,,
,,,,,3.40899,,
,,,,,2.12712,,
,,,,,0.3926,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,220,,
,,,,,202,,
,,,,,-1,,
,,,,,20,,
,,,,,4.19068,,
,,,,,0.83166,,
,,,,,3.3101,,
,,,,,2.09702,,
,,,,,0.7853,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,225,,
,,,,,213,,
,,,,,232,,
,,,,,21,,
,,,,,4.03677,,
,,,,,0.89355,,
,,,,,3.61297,,
,,,,,2.17937,,
,,,,,0.3435,,
