-3 -3 0 
-1.88664 -3.37059 0.283882 
0.815042 -3.32652 0.393426 
3.06045 -2.41415 0.723355 
2.95429 -1.84057 1.9261 
3.66128 0.703384 0.92166 
3 3 0 
