-3 -3 0 
-0.773608 -4.13186 1.29 
1.11229 -2.66661 1.60102 
3.36061 -1.08023 1.88194 
3.47223 -0.483284 0.471021 
2.78598 2.41665 0.145892 
3 3 0 
