-3 -3 0 
-0.350838 -2.87709 -0.98115 
1.10913 -3.66194 0.557782 
2.94254 -2.11811 1.83706 
3.92535 0.348499 1.81872 
3.36542 2.39454 2.36848 
2.83277 2.73853 0.82629 
