-3 -3 0 
-1.21424 -2.77747 -0.775197 
0.569479 -4.26238 0.864144 
1.83832 -2.43287 0.987614 
4.11227 -1.53202 1.19327 
4.13672 1.2161 1.98198 
3 3 0 
